Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Physical_Activity,Parental_Education_Level,Distance_from_Home,Exam_Score,Parental_Involvement_label,Access_to_Resources_label,Motivation_Level_label,Family_Income_label,Teacher_Quality_label,Distance_from_Home_label,Parental_Education_Level_label,Peer_Influence_label,Extracurricular_Activities_label,Internet_Access_label,Learning_Disabilities_label,School_Type_label,Gender_label,Extracurricular_Activities_No,Extracurricular_Activities_Yes,Internet_Access_No,Internet_Access_Yes,Learning_Disabilities_No,Learning_Disabilities_Yes,School_Type_Private,School_Type_Public,Gender_Female,Gender_Male
21,98,1,2,6,88,2,1,2,1.0,2,3,3.0,1.0,C,Low,Medium,Medium,Medium,Low,Near,Postgraduate,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
20,96,3,2,4,90,2,3,1,2.0,2,2,2.0,1.0,C,High,Medium,Medium,Low,Medium,Near,College,Neutral,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
24,92,1,3,6,71,1,2,1,3.0,3,2,1.0,1.0,C,Low,High,Low,Low,High,Near,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
24,98,2,1,9,53,2,3,3,1.0,1,2,3.0,3.0,D,Medium,Low,Medium,High,Low,Far,Postgraduate,Negative,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
33,64,3,2,8,55,2,1,2,3.0,2,3,2.0,2.0,D,High,Medium,Medium,Medium,High,Moderate,College,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
18,71,1,1,7,61,1,2,1,2.0,1,4,2.0,1.0,D,Low,Low,Low,Low,Medium,Near,College,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
21,80,2,3,5,65,3,2,2,1.0,2,1,3.0,2.0,D,Medium,High,High,Medium,Low,Moderate,Postgraduate,Neutral,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
21,94,3,2,8,100,1,0,1,2.0,2,3,3.0,1.0,C,High,Medium,Low,Low,Medium,Near,Postgraduate,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
29,80,2,2,6,71,2,0,2,2.0,3,3,2.0,2.0,C,Medium,Medium,Medium,Medium,Medium,Moderate,College,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
19,90,3,2,5,85,3,0,2,3.0,3,5,3.0,1.0,C,High,Medium,High,Medium,High,Near,Postgraduate,Positive,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
22,66,2,3,8,95,1,3,2,2.0,3,3,1.0,2.0,D,Medium,High,Low,Medium,Medium,Moderate,High School,Positive,No,Yes,No,Private,Female,True,False,False,True,True,False,True,False,True,False
24,70,2,3,5,62,2,2,1,2.0,1,4,2.0,1.0,D,Medium,High,Medium,Low,Medium,Near,College,Negative,No,Yes,Yes,Private,Male,True,False,False,True,False,True,True,False,False,True
21,89,2,2,4,57,2,1,3,2.0,3,2,1.0,1.0,D,Medium,Medium,Medium,High,Medium,Near,High School,Positive,No,Yes,No,Private,Female,True,False,False,True,True,False,True,False,True,False
17,67,1,3,9,62,3,3,2,2.0,3,3,1.0,1.0,D,Low,High,High,Medium,Medium,Near,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
21,74,3,2,6,94,2,1,1,3.0,3,1,1.0,1.0,A,High,Medium,Medium,Low,High,Near,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
26,71,3,1,4,83,1,1,2,2.0,1,3,2.0,2.0,D,High,Low,Low,Medium,Medium,Moderate,College,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
14,74,3,3,6,73,3,2,2,2.0,2,3,1.0,1.0,D,High,High,High,Medium,Medium,Near,High School,Neutral,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
21,88,3,2,6,91,2,2,3,2.0,2,1,1.0,2.0,C,High,Medium,Medium,High,Medium,Moderate,High School,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
16,75,3,2,9,62,2,3,1,2.0,3,4,1.0,2.0,D,High,Medium,Medium,Low,Medium,Moderate,High School,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
27,82,2,3,5,62,1,1,1,3.0,2,4,1.0,2.0,D,Medium,High,Low,Low,High,Moderate,High School,Neutral,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
11,64,3,2,5,78,1,2,1,3.0,2,4,2.0,2.0,D,High,Medium,Low,Low,High,Moderate,College,Neutral,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
17,92,2,1,8,90,3,1,3,1.0,1,3,1.0,1.0,D,Medium,Low,High,High,Low,Near,High School,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
22,75,2,3,6,63,1,1,1,2.0,3,2,2.0,1.0,D,Medium,High,Low,Low,Medium,Near,College,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
29,86,2,2,7,61,2,0,2,2.0,1,4,1.0,3.0,D,Medium,Medium,Medium,Medium,Medium,Far,High School,Negative,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
20,89,3,2,6,74,2,1,1,3.0,2,2,1.0,2.0,D,High,Medium,Medium,Low,High,Moderate,High School,Neutral,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
17,68,2,2,10,57,2,1,3,2.0,3,1,1.0,2.0,D,Medium,Medium,Medium,High,Medium,Moderate,High School,Positive,Yes,Yes,Yes,Private,Female,False,True,False,True,False,True,True,False,True,False
31,95,3,2,5,87,2,2,1,2.0,2,3,3.0,2.0,C,High,Medium,Medium,Low,Medium,Moderate,Postgraduate,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
11,85,2,2,7,79,1,2,3,1.0,3,3,1.0,1.0,D,Medium,Medium,Low,High,Low,Near,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
7,77,3,2,9,76,2,2,2,3.0,1,3,2.0,2.0,D,High,Medium,Medium,Medium,High,Moderate,College,Negative,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
23,67,3,2,6,94,1,1,2,2.0,3,2,2.0,3.0,D,High,Medium,Low,Medium,Medium,Far,College,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
17,98,1,3,6,87,3,3,2,2.0,3,5,2.0,1.0,C,Low,High,High,Medium,Medium,Near,College,Positive,No,No,No,Private,Female,True,False,True,False,True,False,True,False,True,False
14,90,3,2,8,57,2,0,2,2.0,3,3,2.0,2.0,D,High,Medium,Medium,Medium,Medium,Moderate,College,Positive,Yes,Yes,Yes,Public,Male,False,True,False,True,False,True,False,True,False,True
24,68,2,2,9,71,2,2,2,2.0,2,4,2.0,1.0,D,Medium,Medium,Medium,Medium,Medium,Near,College,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
21,74,2,3,6,66,1,1,2,3.0,1,4,1.0,1.0,D,Medium,High,Low,Medium,High,Near,High School,Negative,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
12,88,2,2,7,86,3,3,2,3.0,3,3,1.0,2.0,D,Medium,Medium,High,Medium,High,Moderate,High School,Positive,Yes,Yes,Yes,Public,Male,False,True,False,True,False,True,False,True,False,True
25,91,2,2,8,74,3,1,2,3.0,3,3,2.0,2.0,C,Medium,Medium,High,Medium,High,Moderate,College,Positive,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
24,78,2,2,9,91,1,0,3,3.0,1,3,3.0,3.0,D,Medium,Medium,Low,High,High,Far,Postgraduate,Negative,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
19,89,1,2,8,71,2,2,1,3.0,3,4,1.0,1.0,D,Low,Medium,Medium,Low,High,Near,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
31,75,2,2,7,90,1,2,2,3.0,2,2,1.0,2.0,D,Medium,Medium,Low,Medium,High,Moderate,High School,Neutral,No,Yes,Yes,Public,Male,True,False,False,True,False,True,False,True,False,True
14,68,2,2,6,52,2,2,1,2.0,3,2,2.0,1.0,D,Medium,Medium,Medium,Low,Medium,Near,College,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
11,85,3,1,10,57,3,0,2,3.0,2,5,1.0,1.0,D,High,Low,High,Medium,High,Near,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
16,99,1,3,6,88,3,2,1,1.0,2,3,3.0,1.0,C,Low,High,High,Low,Low,Near,Postgraduate,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
20,72,2,3,7,56,1,0,1,2.0,1,6,2.0,2.0,D,Medium,High,Low,Low,Medium,Moderate,College,Negative,Yes,Yes,Yes,Public,Male,False,True,False,True,False,True,False,True,False,True
21,78,3,2,8,84,1,1,3,1.0,3,4,1.0,1.0,D,High,Medium,Low,High,Low,Near,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
19,87,3,1,8,86,1,1,2,3.0,3,4,1.0,2.0,D,High,Low,Low,Medium,High,Moderate,High School,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
22,82,3,3,10,83,2,1,1,3.0,2,2,2.0,2.0,D,High,High,Medium,Low,High,Moderate,College,Neutral,No,Yes,Yes,Private,Male,True,False,False,True,False,True,True,False,False,True
12,94,2,3,7,91,1,3,2,2.0,3,3,3.0,1.0,C,Medium,High,Low,Medium,Medium,Near,Postgraduate,Positive,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
29,90,2,3,7,76,2,0,1,2.0,2,1,3.0,2.0,C,Medium,High,Medium,Low,Medium,Moderate,Postgraduate,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
20,62,2,2,9,95,1,0,2,2.0,2,3,1.0,1.0,D,Medium,Medium,Low,Medium,Medium,Near,High School,Neutral,Yes,Yes,Yes,Private,Male,False,True,False,True,False,True,True,False,False,True
27,100,1,1,7,78,1,2,2,2.0,1,2,1.0,1.0,C,Low,Low,Low,Medium,Medium,Near,High School,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
22,90,3,3,8,75,3,1,1,1.0,2,3,2.0,2.0,C,High,High,High,Low,Low,Moderate,College,Neutral,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
23,95,2,2,7,75,2,2,3,2.0,3,2,2.0,1.0,C,Medium,Medium,Medium,High,Medium,Near,College,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
23,86,2,3,8,96,1,3,2,2.0,3,2,1.0,2.0,C,Medium,High,Low,Medium,Medium,Moderate,High School,Positive,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
23,94,2,1,8,62,2,2,1,2.0,3,0,3.0,2.0,D,Medium,Low,Medium,Low,Medium,Moderate,Postgraduate,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
28,74,2,1,4,62,2,1,1,2.0,2,3,1.0,2.0,D,Medium,Low,Medium,Low,Medium,Moderate,High School,Neutral,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
21,95,3,2,4,55,2,2,2,3.0,2,1,2.0,1.0,C,High,Medium,Medium,Medium,High,Near,College,Neutral,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
24,68,2,2,4,98,3,2,2,3.0,1,2,1.0,1.0,D,Medium,Medium,High,Medium,High,Near,High School,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
19,63,2,3,7,56,2,2,1,2.0,3,3,1.0,1.0,D,Medium,High,Medium,Low,Medium,Near,High School,Positive,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
29,92,1,1,4,84,2,2,1,2.0,1,3,3.0,1.0,C,Low,Low,Medium,Low,Medium,Near,Postgraduate,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
16,93,1,2,7,71,2,0,2,3.0,3,2,1.0,1.0,D,Low,Medium,Medium,Medium,High,Near,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
31,67,2,1,7,92,3,2,2,2.0,1,3,1.0,3.0,D,Medium,Low,High,Medium,Medium,Far,High School,Negative,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
20,94,1,3,8,89,2,1,1,2.0,3,4,1.0,1.0,C,Low,High,Medium,Low,Medium,Near,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
11,87,1,2,8,57,3,0,1,2.0,1,2,1.0,2.0,D,Low,Medium,High,Low,Medium,Moderate,High School,Negative,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
21,81,3,2,8,73,2,3,1,2.0,3,2,1.0,1.0,D,High,Medium,Medium,Low,Medium,Near,High School,Positive,No,Yes,Yes,Public,Male,True,False,False,True,False,True,False,True,False,True
16,93,2,1,8,51,2,3,1,2.0,2,2,2.0,1.0,D,Medium,Low,Medium,Low,Medium,Near,College,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
25,77,1,2,7,71,2,0,2,2.0,1,3,1.0,1.0,D,Low,Medium,Medium,Medium,Medium,Near,High School,Negative,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
16,68,1,2,7,85,3,1,1,3.0,3,3,3.0,2.0,D,Low,Medium,High,Low,High,Moderate,Postgraduate,Positive,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
17,71,1,2,6,62,2,2,1,2.0,2,3,2.0,1.0,D,Low,Medium,Medium,Low,Medium,Near,College,Neutral,Yes,Yes,Yes,Public,Male,False,True,False,True,False,True,False,True,False,True
9,80,2,3,7,91,1,1,2,2.0,2,3,2.0,1.0,D,Medium,High,Low,Medium,Medium,Near,College,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
17,81,2,1,5,53,1,0,2,2.0,2,1,2.0,1.0,D,Medium,Low,Low,Medium,Medium,Near,College,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
5,92,2,2,9,52,2,2,3,2.0,2,4,2.0,2.0,D,Medium,Medium,Medium,High,Medium,Moderate,College,Neutral,Yes,Yes,Yes,Private,Female,False,True,False,True,False,True,True,False,True,False
10,92,1,3,6,51,1,1,2,2.0,2,3,1.0,1.0,D,Low,High,Low,Medium,Medium,Near,High School,Neutral,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
25,83,2,3,7,64,2,0,1,2.0,2,2,2.0,2.0,D,Medium,High,Medium,Low,Medium,Moderate,College,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
25,91,2,3,7,73,2,2,1,2.0,3,3,1.0,1.0,C,Medium,High,Medium,Low,Medium,Near,High School,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
23,68,2,2,9,55,2,0,1,2.0,3,3,2.0,2.0,D,Medium,Medium,Medium,Low,Medium,Moderate,College,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
14,62,3,2,4,100,1,1,1,2.0,2,3,1.0,1.0,D,High,Medium,Low,Low,Medium,Near,High School,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
20,95,2,1,7,100,1,3,1,2.0,2,2,1.0,1.0,D,Medium,Low,Low,Low,Medium,Near,High School,Neutral,Yes,No,No,Private,Female,False,True,True,False,True,False,True,False,True,False
20,63,1,1,8,76,2,3,2,2.0,2,4,3.0,1.0,D,Low,Low,Medium,Medium,Medium,Near,Postgraduate,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
13,70,3,2,10,78,2,1,1,2.0,1,2,1.0,3.0,D,High,Medium,Medium,Low,Medium,Far,High School,Negative,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
29,88,2,3,7,96,1,2,1,1.0,3,2,1.0,1.0,C,Medium,High,Low,Low,Low,Near,High School,Positive,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
25,76,2,1,6,88,1,1,2,2.0,1,3,2.0,3.0,D,Medium,Low,Low,Medium,Medium,Far,College,Negative,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
19,95,3,1,10,58,1,2,3,2.0,3,3,1.0,1.0,D,High,Low,Low,High,Medium,Near,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
20,72,2,2,8,90,3,2,1,1.0,2,2,2.0,1.0,D,Medium,Medium,High,Low,Low,Near,College,Neutral,No,No,No,Private,Female,True,False,True,False,True,False,True,False,True,False
21,60,3,2,9,62,2,2,1,2.0,3,3,1.0,1.0,D,High,Medium,Medium,Low,Medium,Near,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
8,72,1,2,5,72,2,3,3,1.0,3,4,1.0,1.0,D,Low,Medium,Medium,High,Low,Near,High School,Positive,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
19,83,2,2,8,77,3,1,1,2.0,3,4,1.0,3.0,D,Medium,Medium,High,Low,Medium,Far,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
16,75,1,1,5,86,2,0,1,2.0,3,1,2.0,2.0,D,Low,Low,Medium,Low,Medium,Moderate,College,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
14,81,2,2,5,58,3,3,1,3.0,1,4,3.0,2.0,D,Medium,Medium,High,Low,High,Moderate,Postgraduate,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
18,95,2,3,8,54,2,2,3,2.0,2,3,2.0,2.0,C,Medium,High,Medium,High,Medium,Moderate,College,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
31,96,2,2,8,93,1,3,1,2.0,3,3,1.0,1.0,C,Medium,Medium,Low,Low,Medium,Near,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
24,71,1,3,6,91,2,3,3,2.0,2,2,1.0,3.0,D,Low,High,Medium,High,Medium,Far,High School,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
23,82,2,3,6,83,2,2,2,2.0,3,3,3.0,2.0,C,Medium,High,Medium,Medium,Medium,Moderate,Postgraduate,Positive,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
28,98,3,2,7,86,2,2,2,3.0,2,2,1.0,1.0,C,High,Medium,Medium,Medium,High,Near,High School,Neutral,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
26,100,3,3,7,74,1,1,2,2.0,2,2,1.0,3.0,C,High,High,Low,Medium,Medium,Far,High School,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
16,89,2,2,9,74,2,1,1,2.0,2,3,1.0,3.0,D,Medium,Medium,Medium,Low,Medium,Far,High School,Neutral,Yes,No,No,Public,Male,False,True,True,False,True,False,False,True,False,True
24,75,1,2,5,98,3,1,1,2.0,3,3,1.0,1.0,D,Low,Medium,High,Low,Medium,Near,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
22,60,2,2,6,92,1,2,1,3.0,1,2,1.0,1.0,D,Medium,Medium,Low,Low,High,Near,High School,Negative,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
25,60,2,1,5,73,1,1,2,2.0,1,2,1.0,1.0,D,Medium,Low,Low,Medium,Medium,Near,High School,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
24,78,1,3,10,61,3,2,2,2.0,3,4,2.0,2.0,D,Low,High,High,Medium,Medium,Moderate,College,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
26,80,2,2,7,94,2,1,1,2.0,3,2,3.0,2.0,C,Medium,Medium,Medium,Low,Medium,Moderate,Postgraduate,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
17,61,1,2,6,82,3,0,2,3.0,2,4,3.0,1.0,D,Low,Medium,High,Medium,High,Near,Postgraduate,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
28,87,2,2,7,70,2,2,1,2.0,2,2,3.0,1.0,C,Medium,Medium,Medium,Low,Medium,Near,Postgraduate,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
21,72,2,1,8,56,2,0,1,2.0,2,4,1.0,1.0,D,Medium,Low,Medium,Low,Medium,Near,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
32,82,1,2,8,88,1,0,3,2.0,3,2,2.0,2.0,C,Low,Medium,Low,High,Medium,Moderate,College,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
16,72,2,2,6,66,1,0,1,2.0,3,4,2.0,1.0,D,Medium,Medium,Low,Low,Medium,Near,College,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
21,76,2,1,5,78,3,0,1,3.0,2,3,1.0,1.0,D,Medium,Low,High,Low,High,Near,High School,Neutral,Yes,No,No,Public,Male,False,True,True,False,True,False,False,True,False,True
16,69,3,3,7,85,2,0,3,3.0,1,3,1.0,1.0,D,High,High,Medium,High,High,Near,High School,Negative,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
17,81,1,2,9,77,2,3,1,2.0,2,4,2.0,3.0,D,Low,Medium,Medium,Low,Medium,Far,College,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
18,68,3,3,6,82,1,0,2,3.0,3,3,1.0,1.0,D,High,High,Low,Medium,High,Near,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
23,66,2,3,6,83,2,0,3,2.0,3,2,1.0,1.0,D,Medium,High,Medium,High,Medium,Near,High School,Positive,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
20,90,3,2,8,70,2,0,2,2.0,2,3,1.0,2.0,D,High,Medium,Medium,Medium,Medium,Moderate,High School,Neutral,No,Yes,No,Private,Female,True,False,False,True,True,False,True,False,True,False
33,64,2,1,10,76,1,2,3,3.0,2,3,1.0,1.0,D,Medium,Low,Low,High,High,Near,High School,Neutral,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
30,79,1,2,8,84,2,3,1,2.0,1,3,2.0,2.0,D,Low,Medium,Medium,Low,Medium,Moderate,College,Negative,No,Yes,No,Private,Female,True,False,False,True,True,False,True,False,True,False
23,63,2,1,6,87,1,1,2,2.0,2,2,3.0,1.0,D,Medium,Low,Low,Medium,Medium,Near,Postgraduate,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
20,84,2,2,6,85,2,0,2,2.0,3,3,1.0,2.0,D,Medium,Medium,Medium,Medium,Medium,Moderate,High School,Positive,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
21,71,2,2,10,55,1,1,2,2.0,1,4,1.0,2.0,D,Medium,Medium,Low,Medium,Medium,Moderate,High School,Negative,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
14,81,2,3,6,64,1,2,3,3.0,2,2,1.0,3.0,D,Medium,High,Low,High,High,Far,High School,Neutral,Yes,No,No,Public,Female,False,True,True,False,True,False,False,True,True,False
18,97,1,2,7,70,1,0,3,2.0,2,2,1.0,1.0,D,Low,Medium,Low,High,Medium,Near,High School,Neutral,No,Yes,Yes,Public,Female,True,False,False,True,False,True,False,True,True,False
10,82,3,2,7,82,1,2,1,3.0,2,4,1.0,1.0,D,High,Medium,Low,Low,High,Near,High School,Neutral,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
24,76,1,3,9,75,1,0,1,2.0,3,5,1.0,1.0,D,Low,High,Low,Low,Medium,Near,High School,Positive,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
17,98,3,3,9,94,1,0,3,1.0,1,3,2.0,1.0,C,High,High,Low,High,Low,Near,College,Negative,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
29,91,2,3,7,87,2,2,2,3.0,1,4,2.0,1.0,C,Medium,High,Medium,Medium,High,Near,College,Negative,Yes,No,No,Private,Female,False,True,True,False,True,False,True,False,True,False
13,71,2,3,7,86,1,2,1,2.0,3,3,3.0,1.0,D,Medium,High,Low,Low,Medium,Near,Postgraduate,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
11,94,1,3,8,92,3,0,2,2.0,2,4,1.0,1.0,D,Low,High,High,Medium,Medium,Near,High School,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
